"","uniprot_name","uniprot_accessions","knownness","gene_name","protein_name","taxon_id","species","cluster_id","panther_group"
"7480","SPAT1_MOUSE","B9EI96","0","Spata1","Spermatogenesis-associated protein 1","10090","Mus musculus","UKP09203","PTHR14421"
"7481","SPAT1_MOUSE","Q7TPN4","0","Spata1","Spermatogenesis-associated protein 1","10090","Mus musculus","UKP09203","PTHR14421"
"7482","FKB14_MOUSE","P59024","0","Fkbp14","Peptidyl-prolyl cis-trans isomerase FKBP14 (PPIase FKBP14) (EC 5.2.1.8) (FK506-binding protein 14) (FKBP-14) (Rotamase)","10090","Mus musculus","UKP08129","PTHR46222"
"7483","ARP3B_MOUSE","Q641P0","0","Actr3b","Actin-related protein 3B (ARP3-beta) (Actin-like protein 3B)","10090","Mus musculus","UKP01556","PTHR11937"
"7484","ARP3B_MOUSE","Q7TSH1","0","Actr3b","Actin-related protein 3B (ARP3-beta) (Actin-like protein 3B)","10090","Mus musculus","UKP01556","PTHR11937"
"7485","SNX15_MOUSE","Q91WE1","0","Snx15","Sorting nexin-15","10090","Mus musculus","UKP07175","PTHR15508"
"7486","TULP4_MOUSE","Q9JIL5","0","Tulp4","Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4)","10090","Mus musculus","UKP02254","PTHR16517"
"7487","TULP4_MOUSE","B2RQP8","0","Tulp4","Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4)","10090","Mus musculus","UKP02254","PTHR16517"
"7488","TULP4_MOUSE","Q8CA75","0","Tulp4","Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4)","10090","Mus musculus","UKP02254","PTHR16517"
"7489","TULP4_MOUSE","Q922C2","0","Tulp4","Tubby-related protein 4 (Tubby superfamily protein) (Tubby-like protein 4)","10090","Mus musculus","UKP02254","PTHR16517"
"7490","VSI10_MOUSE","D3YX43","0","Vsig10","V-set and immunoglobulin domain-containing protein 10","10090","Mus musculus","UKP06902","PTHR12231"
"7491","CMC4_MOUSE","Q61908","0","Cmc4","Cx9C motif-containing protein 4 (Mature T-cell proliferation 1 neighbor protein) (Mature T-cell proliferation-1 type A) (MTCP-1 type A) (Protein p8 MTCP-1) (p8MTCP1)","10090","Mus musculus","UKP07558","PTHR15590"
"7492","GPTC2_MOUSE","Q7TQC7","0","Gpatch2","G patch domain-containing protein 2","10090","Mus musculus","UKP09241","PTHR14195"
"7493","GPTC2_MOUSE","Q8BNJ9","0","Gpatch2","G patch domain-containing protein 2","10090","Mus musculus","UKP09241","PTHR14195"
"7494","GPTC2_MOUSE","Q8BPM1","0","Gpatch2","G patch domain-containing protein 2","10090","Mus musculus","UKP09241","PTHR14195"
"7495","GPTC2_MOUSE","Q8CDH9","0","Gpatch2","G patch domain-containing protein 2","10090","Mus musculus","UKP09241","PTHR14195"
"7496","SE1L3_MOUSE","Q80TS8","0","Sel1l3","Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3)","10090","Mus musculus","UKP09542","PTHR44444"
"7497","SE1L3_MOUSE","E9QPJ6","0","Sel1l3","Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3)","10090","Mus musculus","UKP09542","PTHR44444"
"7498","SE1L3_MOUSE","Q148Y5","0","Sel1l3","Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3)","10090","Mus musculus","UKP09542","PTHR44444"
"7499","SE1L3_MOUSE","Q505D2","0","Sel1l3","Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3)","10090","Mus musculus","UKP09542","PTHR44444"
"7500","SE1L3_MOUSE","Q8BMN0","0","Sel1l3","Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3)","10090","Mus musculus","UKP09542","PTHR44444"
"7501","SE1L3_MOUSE","Q8BYY3","0","Sel1l3","Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3)","10090","Mus musculus","UKP09542","PTHR44444"
"7502","SE1L3_MOUSE","Q8R0K7","0","Sel1l3","Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3)","10090","Mus musculus","UKP09542","PTHR44444"
"7503","ZN526_MOUSE","Q8BI66","0","Znf526","Zinc finger protein 526","10090","Mus musculus","UKP08093","PTHR24376"
"7504","ZN526_MOUSE","Q4VA17","0","Znf526","Zinc finger protein 526","10090","Mus musculus","UKP08093","PTHR24376"
"7505","ZN526_MOUSE","Q69Z58","0","Znf526","Zinc finger protein 526","10090","Mus musculus","UKP08093","PTHR24376"
"7506","ZN526_MOUSE","Q8BIH7","0","Znf526","Zinc finger protein 526","10090","Mus musculus","UKP08093","PTHR24376"
"7507","TXLNB_MOUSE","Q8VBT1","0","Txlnb","Beta-taxilin (Muscle-derived protein 77)","10090","Mus musculus","UKP04569","PTHR16127"
"7508","TXLNB_MOUSE","B2RU93","0","Txlnb","Beta-taxilin (Muscle-derived protein 77)","10090","Mus musculus","UKP04569","PTHR16127"
"7509","TXLNB_MOUSE","Q3UVB8","0","Txlnb","Beta-taxilin (Muscle-derived protein 77)","10090","Mus musculus","UKP04569","PTHR16127"
"7510","TXLNB_MOUSE","Q8BUK2","0","Txlnb","Beta-taxilin (Muscle-derived protein 77)","10090","Mus musculus","UKP04569","PTHR16127"
"7511","SNR48_MOUSE","Q9D361","0","Snrnp48","U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)","10090","Mus musculus","UKP04888","PTHR21402"
"7512","SNR48_MOUSE","Q8BIU0","0","Snrnp48","U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)","10090","Mus musculus","UKP04888","PTHR21402"
"7513","SNR48_MOUSE","Q8BJ30","0","Snrnp48","U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)","10090","Mus musculus","UKP04888","PTHR21402"
"7514","SNR48_MOUSE","Q8CFF6","0","Snrnp48","U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)","10090","Mus musculus","UKP04888","PTHR21402"
"7515","SNR48_MOUSE","Q8VDQ5","0","Snrnp48","U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)","10090","Mus musculus","UKP04888","PTHR21402"
"7516","SNR48_MOUSE","Q9CSG3","0","Snrnp48","U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)","10090","Mus musculus","UKP04888","PTHR21402"
"7517","SNR48_MOUSE","Q9CVM5","0","Snrnp48","U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein)","10090","Mus musculus","UKP04888","PTHR21402"
"7518","PCX1_MOUSE","Q9QYC1","0","Pcnx1","Pecanex-like protein 1 (Pecanex homolog protein 1)","10090","Mus musculus","UKP07737","PTHR12372"
"7519","PCX1_MOUSE","Q6ZQ41","0","Pcnx1","Pecanex-like protein 1 (Pecanex homolog protein 1)","10090","Mus musculus","UKP07737","PTHR12372"
"7520","PCX1_MOUSE","Q9CUU7","0","Pcnx1","Pecanex-like protein 1 (Pecanex homolog protein 1)","10090","Mus musculus","UKP07737","PTHR12372"
"7521","CNFN_MOUSE","Q6PCW6","0","Cnfn","Cornifelin","10090","Mus musculus","UKP04012","PTHR15907"
"7522","MFAP3_MOUSE","Q922T2","0","Mfap3","Microfibril-associated glycoprotein 3","10090","Mus musculus","UKP08682","PTHR14340"
"7523","MFAP3_MOUSE","Q8BHK5","0","Mfap3","Microfibril-associated glycoprotein 3","10090","Mus musculus","UKP08682","PTHR14340"
"7524","MS3L2_MOUSE","G3X992","0","Msl3b","MSL complex subunit 3B (MSL3 like 2) (Male-specific lethal-3 homolog 2) (Male-specific lethal-3 protein-like 2) (MSL3-like 2)","10090","Mus musculus","UKP02178","PTHR10880"
"7525","ANR37_MOUSE","Q569N2","0","Ankrd37","Ankyrin repeat domain-containing protein 37","10090","Mus musculus","UKP02158","PTHR24201"
"7526","ANR37_MOUSE","Q8CHS0","0","Ankrd37","Ankyrin repeat domain-containing protein 37","10090","Mus musculus","UKP02158","PTHR24201"
"7527","MEA1_MOUSE","Q64327","0","Mea1","Male-enhanced antigen 1 (MEA-1)","10090","Mus musculus","UKP07566","PTHR17005"
"7528","MEA1_MOUSE","Q793G4","0","Mea1","Male-enhanced antigen 1 (MEA-1)","10090","Mus musculus","UKP07566","PTHR17005"
"7529","ZN511_MOUSE","Q6P0X2","0","Znf511","Zinc finger protein 511","10090","Mus musculus","UKP04455","PTHR21354"
"7530","MORN2_MOUSE","Q6UL01","0","Morn2","MORN repeat-containing protein 2 (MORN motif protein in testis)","10090","Mus musculus","UKP09576","PTHR46917"
"7531","HIPL2_MOUSE","Q9D2G9","0","Hhipl2","HHIP-like protein 2","10090","Mus musculus","UKP05281","PTHR19328"
"7532","PHTF1_MOUSE","Q9QZ09","0","Phtf1","Protein PHTF1","10090","Mus musculus","UKP09156","PTHR12680"
"7533","PHTF1_MOUSE","Q9CS51","0","Phtf1","Protein PHTF1","10090","Mus musculus","UKP09156","PTHR12680"
"7534","PHTF1_MOUSE","Q9CSB9","0","Phtf1","Protein PHTF1","10090","Mus musculus","UKP09156","PTHR12680"
"7535","PHTF1_MOUSE","Q9QZ14","0","Phtf1","Protein PHTF1","10090","Mus musculus","UKP09156","PTHR12680"
"7536","FA13A_MOUSE","Q8BGI4","0","Fam13a","Protein FAM13A (Precm1 protein)","10090","Mus musculus","UKP07708","PTHR15904"
"7537","FA13A_MOUSE","Q8BZ91","0","Fam13a","Protein FAM13A (Precm1 protein)","10090","Mus musculus","UKP07708","PTHR15904"
"7538","CHIC1_MOUSE","Q8CBW7","0","Chic1","Cysteine-rich hydrophobic domain-containing protein 1 (Brain X-linked protein)","10090","Mus musculus","UKP09041","PTHR13005"
"7539","CHIC1_MOUSE","O08904","0","Chic1","Cysteine-rich hydrophobic domain-containing protein 1 (Brain X-linked protein)","10090","Mus musculus","UKP09041","PTHR13005"
"7540","CHIC1_MOUSE","Q8K3S5","0","Chic1","Cysteine-rich hydrophobic domain-containing protein 1 (Brain X-linked protein)","10090","Mus musculus","UKP09041","PTHR13005"
"7541","TXIP1_MOUSE","Q99P25","0","Tsnaxip1","Translin-associated factor X-interacting protein 1 (Trax-interacting protein 1)","10090","Mus musculus","UKP09015","PTHR16306"
"7542","TXIP1_MOUSE","Q9DA98","0","Tsnaxip1","Translin-associated factor X-interacting protein 1 (Trax-interacting protein 1)","10090","Mus musculus","UKP09015","PTHR16306"
"7543","ISLR_MOUSE","Q6GU68","0","Islr","Immunoglobulin superfamily containing leucine-rich repeat protein","10090","Mus musculus","UKP08325","PTHR24366"
"7544","LRC59_MOUSE","Q922Q8","0","Lrrc59","Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]","10090","Mus musculus","UKP04765","PTHR48051"
"7545","LRC59_MOUSE","Q3TJ35","0","Lrrc59","Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]","10090","Mus musculus","UKP04765","PTHR48051"
"7546","LRC59_MOUSE","Q3TLC7","0","Lrrc59","Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]","10090","Mus musculus","UKP04765","PTHR48051"
"7547","LRC59_MOUSE","Q3TWT9","0","Lrrc59","Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]","10090","Mus musculus","UKP04765","PTHR48051"
"7548","LRC59_MOUSE","Q3TX86","0","Lrrc59","Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]","10090","Mus musculus","UKP04765","PTHR48051"
"7549","ATP68_MOUSE","P56379","0","Atp5mj","ATP synthase F(0) complex subunit j, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ) (ATP synthase membrane subunit 6.8PL) (ATP synthase subunit ATP5MPL, mitochondrial)","10090","Mus musculus","UKP09003","PTHR15233"
"7550","F171B_MOUSE","Q14CH0","0","Fam171b","Protein FAM171B","10090","Mus musculus","UKP07830","PTHR31626"
"7551","F171B_MOUSE","Q8C756","0","Fam171b","Protein FAM171B","10090","Mus musculus","UKP07830","PTHR31626"
"7552","F171B_MOUSE","Q8CAF3","0","Fam171b","Protein FAM171B","10090","Mus musculus","UKP07830","PTHR31626"
"7553","F171B_MOUSE","Q8CBZ4","0","Fam171b","Protein FAM171B","10090","Mus musculus","UKP07830","PTHR31626"
"7554","F171B_MOUSE","Q8CFT5","0","Fam171b","Protein FAM171B","10090","Mus musculus","UKP07830","PTHR31626"
"7555","PONL1_MOUSE","Q6P3Y9","0","Podnl1","Podocan-like protein 1","10090","Mus musculus","UKP07052","PTHR45712"
"7556","PONL1_MOUSE","A0A0R4J142","0","Podnl1","Podocan-like protein 1","10090","Mus musculus","UKP07052","PTHR45712"
"7557","PONL1_MOUSE","A1X874","0","Podnl1","Podocan-like protein 1","10090","Mus musculus","UKP07052","PTHR45712"
"7558","ASPH2_MOUSE","Q80VP9","0","Asphd2","Aspartate beta-hydroxylase domain-containing protein 2 (EC 1.14.11.-)","10090","Mus musculus","UKP09933","PTHR46332"
"7559","ASPH2_MOUSE","Q9CUZ2","0","Asphd2","Aspartate beta-hydroxylase domain-containing protein 2 (EC 1.14.11.-)","10090","Mus musculus","UKP09933","PTHR46332"
"7560","P52K_MOUSE","Q9CUX1","0","Thap12","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","10090","Mus musculus","UKP09035","PTHR46289"
"7561","P52K_MOUSE","Q80Y58","0","Thap12","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","10090","Mus musculus","UKP09035","PTHR46289"
"7562","CNO11_MOUSE","Q9CWN7","0","Cnot11","CCR4-NOT transcription complex subunit 11","10090","Mus musculus","UKP05073","PTHR15975"
"7563","CNO11_MOUSE","Q3TJG9","0","Cnot11","CCR4-NOT transcription complex subunit 11","10090","Mus musculus","UKP05073","PTHR15975"
"7564","SPT17_MOUSE","Q9D552","0","Spata17","Spermatogenesis-associated protein 17 (Spermatogenesis-related protein 11)","10090","Mus musculus","UKP05175","PTHR22706"
"7565","SPT17_MOUSE","Q5FWA7","0","Spata17","Spermatogenesis-associated protein 17 (Spermatogenesis-related protein 11)","10090","Mus musculus","UKP05175","PTHR22706"
"7566","SPT17_MOUSE","Q8BQE6","0","Spata17","Spermatogenesis-associated protein 17 (Spermatogenesis-related protein 11)","10090","Mus musculus","UKP05175","PTHR22706"
"7567","CILP2_MOUSE","D3Z7H8","0","Cilp2","Cartilage intermediate layer protein 2 [Cleaved into: Cartilage intermediate layer protein 2 C1; Cartilage intermediate layer protein 2 C2]","10090","Mus musculus","UKP09740","PTHR15031"
"7568","TNR26_MOUSE","P83626","0","Tnfrsf26","Tumor necrosis factor receptor superfamily member 26 (TNF receptor homolog 3)","10090","Mus musculus","UKP09859","PTHR46330"
"7569","GOLM2_MOUSE","Q6P2L7","0","Golm2","Protein GOLM2 (Cancer susceptibility candidate gene 4 protein homolog) (CASC4) (Golgi membrane protein 2)","10090","Mus musculus","UKP08010","PTHR15896"
"7570","GOLM2_MOUSE","A2AR57","0","Golm2","Protein GOLM2 (Cancer susceptibility candidate gene 4 protein homolog) (CASC4) (Golgi membrane protein 2)","10090","Mus musculus","UKP08010","PTHR15896"
"7571","GOLM2_MOUSE","Q6RZW5","0","Golm2","Protein GOLM2 (Cancer susceptibility candidate gene 4 protein homolog) (CASC4) (Golgi membrane protein 2)","10090","Mus musculus","UKP08010","PTHR15896"
"7572","GOLM2_MOUSE","Q6RZW6","0","Golm2","Protein GOLM2 (Cancer susceptibility candidate gene 4 protein homolog) (CASC4) (Golgi membrane protein 2)","10090","Mus musculus","UKP08010","PTHR15896"
"7573","GOLM2_MOUSE","Q8C4Z2","0","Golm2","Protein GOLM2 (Cancer susceptibility candidate gene 4 protein homolog) (CASC4) (Golgi membrane protein 2)","10090","Mus musculus","UKP08010","PTHR15896"
"7574","PRS35_MOUSE","Q8C0F9","0","Prss35","Inactive serine protease 35","10090","Mus musculus","UKP08645","PTHR15462"
"7575","PRS35_MOUSE","Q8C0D6","0","Prss35","Inactive serine protease 35","10090","Mus musculus","UKP08645","PTHR15462"
"7576","PRS35_MOUSE","Q8C0L5","0","Prss35","Inactive serine protease 35","10090","Mus musculus","UKP08645","PTHR15462"
"7577","GP153_MOUSE","Q8K0Z9","0","Gpr153","Probable G-protein coupled receptor 153 (G-protein coupled receptor PGR1)","10090","Mus musculus","UKP09984","PTHR16518"
"7578","GP153_MOUSE","Q80T37","0","Gpr153","Probable G-protein coupled receptor 153 (G-protein coupled receptor PGR1)","10090","Mus musculus","UKP09984","PTHR16518"
"7579","GP153_MOUSE","Q8CFK0","0","Gpr153","Probable G-protein coupled receptor 153 (G-protein coupled receptor PGR1)","10090","Mus musculus","UKP09984","PTHR16518"
"7580","TXD11_MOUSE","Q8K2W3","0","Txndc11","Thioredoxin domain-containing protein 11","10090","Mus musculus","UKP09563","PTHR46497"
"7581","TXD11_MOUSE","Q8BMR8","0","Txndc11","Thioredoxin domain-containing protein 11","10090","Mus musculus","UKP09563","PTHR46497"
"7582","TXD11_MOUSE","Q8VCK9","0","Txndc11","Thioredoxin domain-containing protein 11","10090","Mus musculus","UKP09563","PTHR46497"
"7583","FA32A_MOUSE","Q9CR80","0","Fam32a","Protein FAM32A (Ovarian tumor associated gene 12) (OTAG-12)","10090","Mus musculus","UKP04816","PTHR13282"
"7584","FA32A_MOUSE","Q8K5E4","0","Fam32a","Protein FAM32A (Ovarian tumor associated gene 12) (OTAG-12)","10090","Mus musculus","UKP04816","PTHR13282"
"7585","PRAF2_MOUSE","Q9JIG8","0","Praf2","PRA1 family protein 2","10090","Mus musculus","UKP00950","PTHR12859"
"7586","LRIQ3_MOUSE","Q14DL3","0","Lrriq3","Leucine-rich repeat and IQ domain-containing protein 3 (Leucine-rich repeat-containing protein 44)","10090","Mus musculus","UKP09867","PTHR46723"
"7587","LRIQ3_MOUSE","Q9D4C3","0","Lrriq3","Leucine-rich repeat and IQ domain-containing protein 3 (Leucine-rich repeat-containing protein 44)","10090","Mus musculus","UKP09867","PTHR46723"
"7588","LRIQ3_MOUSE","Q9D562","0","Lrriq3","Leucine-rich repeat and IQ domain-containing protein 3 (Leucine-rich repeat-containing protein 44)","10090","Mus musculus","UKP09867","PTHR46723"
"7589","LRIQ3_MOUSE","Q9D5I0","0","Lrriq3","Leucine-rich repeat and IQ domain-containing protein 3 (Leucine-rich repeat-containing protein 44)","10090","Mus musculus","UKP09867","PTHR46723"
"7590","ATOSA_MOUSE","Q69ZK7","0","Atosa","Atos homolog protein A","10090","Mus musculus","UKP04328","PTHR13199"
"7591","ATOSA_MOUSE","E9PX00","0","Atosa","Atos homolog protein A","10090","Mus musculus","UKP04328","PTHR13199"
"7592","ATOSA_MOUSE","Q8K0I6","0","Atosa","Atos homolog protein A","10090","Mus musculus","UKP04328","PTHR13199"
"7593","ATOSA_MOUSE","Q8K266","0","Atosa","Atos homolog protein A","10090","Mus musculus","UKP04328","PTHR13199"
"7594","NUTM1_MOUSE","Q8BHP2","0","Nutm1","NUT family member 1 (Nuclear protein in testis)","10090","Mus musculus","UKP09197","PTHR22879"
"7595","COA4_MOUSE","Q8BT51","0","COA4","Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8)","10090","Mus musculus","UKP09488","PTHR13639"
"7596","COA4_MOUSE","Q4VA04","0","COA4","Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8)","10090","Mus musculus","UKP09488","PTHR13639"
"7597","GLCI1_MOUSE","Q8K3I9","0","Glcci1","Glucocorticoid-induced transcript 1 protein (Glucocorticoid-induced gene 18 protein) (Testhymin) (Thymocyte/spermatocyte selection protein 1)","10090","Mus musculus","UKP08879","PTHR14972"
"7598","GLCI1_MOUSE","Q80YT1","0","Glcci1","Glucocorticoid-induced transcript 1 protein (Glucocorticoid-induced gene 18 protein) (Testhymin) (Thymocyte/spermatocyte selection protein 1)","10090","Mus musculus","UKP08879","PTHR14972"
"7599","GLCI1_MOUSE","Q8CEA5","0","Glcci1","Glucocorticoid-induced transcript 1 protein (Glucocorticoid-induced gene 18 protein) (Testhymin) (Thymocyte/spermatocyte selection protein 1)","10090","Mus musculus","UKP08879","PTHR14972"
"7600","GLCI1_MOUSE","Q925C1","0","Glcci1","Glucocorticoid-induced transcript 1 protein (Glucocorticoid-induced gene 18 protein) (Testhymin) (Thymocyte/spermatocyte selection protein 1)","10090","Mus musculus","UKP08879","PTHR14972"
"7601","TM268_MOUSE","Q8R239","0","Tmem268","Transmembrane protein 268","10090","Mus musculus","UKP10130","PTHR31193"
"7602","TM268_MOUSE","Q3TTV3","0","Tmem268","Transmembrane protein 268","10090","Mus musculus","UKP10130","PTHR31193"
"7603","TM268_MOUSE","Q3UMC5","0","Tmem268","Transmembrane protein 268","10090","Mus musculus","UKP10130","PTHR31193"
"7604","TM268_MOUSE","Q80VW1","0","Tmem268","Transmembrane protein 268","10090","Mus musculus","UKP10130","PTHR31193"
"7605","TM268_MOUSE","Q80VW2","0","Tmem268","Transmembrane protein 268","10090","Mus musculus","UKP10130","PTHR31193"
"7606","TM268_MOUSE","Q8BMN2","0","Tmem268","Transmembrane protein 268","10090","Mus musculus","UKP10130","PTHR31193"
"7607","TM268_MOUSE","Q8C0I7","0","Tmem268","Transmembrane protein 268","10090","Mus musculus","UKP10130","PTHR31193"
"7608","TM268_MOUSE","Q8CIJ7","0","Tmem268","Transmembrane protein 268","10090","Mus musculus","UKP10130","PTHR31193"
"7609","SYCN_MOUSE","Q8VCK7","0","Sycn","Syncollin","10090","Mus musculus","UKP07883","PTHR17503"
"7610","SNR40_MOUSE","Q6PE01","0","Snrnp40","U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (WD repeat-containing protein 57)","10090","Mus musculus","UKP06055","PTHR44006"
"7611","SNR40_MOUSE","Q3TEJ3","0","Snrnp40","U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (WD repeat-containing protein 57)","10090","Mus musculus","UKP06055","PTHR44006"
"7612","SNR40_MOUSE","Q9DCX3","0","Snrnp40","U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (WD repeat-containing protein 57)","10090","Mus musculus","UKP06055","PTHR44006"
"7613","VS10L_MOUSE","D3YZF7","0","Vsig10l","V-set and immunoglobulin domain-containing protein 10-like","10090","Mus musculus","UKP12730","PTHR44427"
"7614","VS10L_MOUSE","D3YWE2","0","Vsig10l","V-set and immunoglobulin domain-containing protein 10-like","10090","Mus musculus","UKP12730","PTHR44427"
"7615","F193B_MOUSE","Q3U2K0","0","Fam193b","Protein FAM193B","10090","Mus musculus","UKP09103","PTHR15109"
"7616","F193B_MOUSE","Q69Z63","0","Fam193b","Protein FAM193B","10090","Mus musculus","UKP09103","PTHR15109"
"7617","F193B_MOUSE","Q8K1B4","0","Fam193b","Protein FAM193B","10090","Mus musculus","UKP09103","PTHR15109"
"7618","F193B_MOUSE","Q8VCA1","0","Fam193b","Protein FAM193B","10090","Mus musculus","UKP09103","PTHR15109"
"7619","PCX2_MOUSE","Q5DU28","0","Pcnx2","Pecanex-like protein 2 (Pecanex homolog protein 2)","10090","Mus musculus","UKP07737","PTHR12372"
"7620","PCX2_MOUSE","A2RT20","0","Pcnx2","Pecanex-like protein 2 (Pecanex homolog protein 2)","10090","Mus musculus","UKP07737","PTHR12372"
"7621","PCX2_MOUSE","Q8BRN0","0","Pcnx2","Pecanex-like protein 2 (Pecanex homolog protein 2)","10090","Mus musculus","UKP07737","PTHR12372"
"7622","PCX2_MOUSE","Q8C2V1","0","Pcnx2","Pecanex-like protein 2 (Pecanex homolog protein 2)","10090","Mus musculus","UKP07737","PTHR12372"
"7623","PCX2_MOUSE","Q8CDD2","0","Pcnx2","Pecanex-like protein 2 (Pecanex homolog protein 2)","10090","Mus musculus","UKP07737","PTHR12372"
"7624","NPDC1_MOUSE","Q64322","0","Npdc1","Neural proliferation differentiation and control protein 1 (NPDC-1)","10090","Mus musculus","UKP10213","PTHR23352"
"7625","NPDC1_MOUSE","Q99J69","0","Npdc1","Neural proliferation differentiation and control protein 1 (NPDC-1)","10090","Mus musculus","UKP10213","PTHR23352"
"7626","S60A1_MOUSE","Q6PDC8","0","Slc60a1","Solute carrier family 60 member 1 (Major facilitator superfamily domain-containing protein 4) (Major facilitator superfamily domain-containing protein 4A)","10090","Mus musculus","UKP07328","PTHR23121"
"7627","S60A1_MOUSE","Q8C3M3","0","Slc60a1","Solute carrier family 60 member 1 (Major facilitator superfamily domain-containing protein 4) (Major facilitator superfamily domain-containing protein 4A)","10090","Mus musculus","UKP07328","PTHR23121"
"7628","S60A1_MOUSE","Q8C816","0","Slc60a1","Solute carrier family 60 member 1 (Major facilitator superfamily domain-containing protein 4) (Major facilitator superfamily domain-containing protein 4A)","10090","Mus musculus","UKP07328","PTHR23121"
"7629","S60A1_MOUSE","Q8CAF5","0","Slc60a1","Solute carrier family 60 member 1 (Major facilitator superfamily domain-containing protein 4) (Major facilitator superfamily domain-containing protein 4A)","10090","Mus musculus","UKP07328","PTHR23121"
"7630","CST13_MOUSE","Q80ZN5","0","Cst13","Cystatin-13 (Cystatin-T)","10090","Mus musculus","UKP13018","PTHR47010"
"7631","CST13_MOUSE","Q9DAP1","0","Cst13","Cystatin-13 (Cystatin-T)","10090","Mus musculus","UKP13018","PTHR47010"
"7632","NRM_MOUSE","Q8VC65","0","Nrm","Nurim (Nuclear envelope membrane protein) (Nuclear rim protein)","10090","Mus musculus","UKP07280","PTHR31040"
"7633","GOT1B_MOUSE","Q9CR60","0","Golt1b","Vesicle transport protein GOT1B (Golgi transport 1 homolog B)","10090","Mus musculus","UKP00632","PTHR21493"
"7634","CST12_MOUSE","Q9DAN8","0","Cst12","Cystatin-12 (Cystatin TE-1)","10090","Mus musculus","UKP12870","PTHR47393"
"7635","SPAS2_MOUSE","Q8K1N4","0","Spats2","Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)","10090","Mus musculus","UKP07718","PTHR15623"
"7636","SPAS2_MOUSE","Q3UX77","0","Spats2","Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)","10090","Mus musculus","UKP07718","PTHR15623"
"7637","SPAS2_MOUSE","Q8C810","0","Spats2","Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)","10090","Mus musculus","UKP07718","PTHR15623"
"7638","SPAS2_MOUSE","Q8R1P6","0","Spats2","Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)","10090","Mus musculus","UKP07718","PTHR15623"
"7639","ZBT44_MOUSE","Q8R0A2","0","Zbtb44","Zinc finger and BTB domain-containing protein 44 (BTB/POZ domain-containing protein 15)","10090","Mus musculus","UKP06957","PTHR46105"
"7640","ZBT44_MOUSE","Q8CB31","0","Zbtb44","Zinc finger and BTB domain-containing protein 44 (BTB/POZ domain-containing protein 15)","10090","Mus musculus","UKP06957","PTHR46105"
